GeneID	length	eff_length	est_counts	tpm
cpalmiol.1477.1	487	293.14	11958	1076.31
cpalmiol.1478.1	2820	2624.74	5102	51.2871
cpalmiol.1479.1	2214	2018.74	12091	158.029
cpalmiol.1480.1	1069	873.736	744	22.4671
cpalmiol.1481.1	624	428.96	641	39.4271
cpalmiol.1482.1	360	172.129	16502	2529.51
cpalmiol.1483.1	831	635.736	4722	195.976
cpalmiol.1484.1	478	284.358	302	28.0217
cpalmiol.1485.1	4709	4513.74	7427	43.4141
cpalmiol.1486.1	3065	2869.74	2145	19.7215
cpalmiol.1487.1	3874	3678.74	4364	31.2997
cpalmiol.1488.1	2119	1923.74	3249	44.5613
cpalmiol.1489.1	1094	898.736	5856	171.919
cpalmiol.1490.1	3678	3482.74	2669	20.22
cpalmiol.1491.1	1225	1029.74	688	17.6285
cpalmiol.1492.1	3140	2944.74	7193	64.4492
cpalmiol.1493.1	5214	5018.74	3065	16.1135
cpalmiol.1494.1	8571	8375.74	26198	82.5275
cpalmiol.1495.1	1993	1797.74	1874	27.5041
cpalmiol.1496.1	9742	9546.74	8401	23.2183
cpalmiol.1497.1	1089	893.736	5941	175.39
cpalmiol.1498.1	1653	1457.74	18197	329.363
cpalmiol.1499.1	1303	1107.74	327	7.7887
cpalmiol.1500.1	1396	1200.74	5072	111.451
cpalmiol.1501.1	433	240.805	11024	1207.89
cpalmiol.1502.1	654	458.916	26569	1527.55
cpalmiol.1503.1	5611	5415.74	4158	20.2573
cpalmiol.1504.1	3736	3540.74	6533	48.6825
cpalmiol.1505.1	807	611.736	8589	370.452
cpalmiol.1506.1	784	588.796	13855	620.863
cpalmiol.1507.1	963	767.736	6141	211.048
cpalmiol.1508.1	2068	1872.74	11298	159.176
cpalmiol.1509.1	2125	1929.74	3433	46.9385
cpalmiol.1510.1	996	800.736	623	20.5283
cpalmiol.1511.1	3063	2867.74	3099	28.5126
cpalmiol.1512.1	506	311.733	12136	1027.18
cpalmiol.1513.1	265	90.516	3360	979.416
cpalmiol.1514.1	567	372.198	13789	977.486
cpalmiol.1515.1	741	545.796	5998	289.955
cpalmiol.1516.1	681	485.869	19987	1085.38
cpalmiol.1517.1	3919	3723.74	11038	78.2105
cpalmiol.1518.1	266	91.3387	93745	27079.9
cpalmiol.1519.1	3553	3357.74	6192	48.6562
cpalmiol.1520.1	606	410.98	44295	2843.72
cpalmiol.1521.1	1707	1511.74	8638	150.762
cpalmiol.1522.1	437	244.719	26589	2866.73
cpalmiol.1523.1	678	482.869	43830	2394.94
cpalmiol.1524.1	778	582.796	1569	71.033
cpalmiol.1525.1	5559	5363.74	5690	27.9897
cpalmiol.1526.1	693	497.821	18722	992.277
cpalmiol.1527.1	2800	2604.74	16034	162.417
cpalmiol.1528.1	806	610.736	4965	214.496
cpalmiol.1529.1	986	790.736	3321	110.813
cpalmiol.1530.1	428	235.985	21540	2408.32
cpalmiol.1531.1	1010	814.736	18457	597.72
cpalmiol.1532.1	7764	7568.74	12799	44.6176
cpalmiol.1533.1	1092	896.736	633	18.6249
cpalmiol.1534.1	1621	1425.74	1617	29.9243
cpalmiol.1535.1	1155	959.736	7651	210.339
cpalmiol.1536.1	6082	5886.74	66322	297.26
cpalmiol.1537.1	1324	1128.74	33106	773.87
cpalmiol.1538.1	7886	7690.74	7846	26.9175
cpalmiol.1539.1	324	139.797	1468.02	277.07
cpalmiol.1539.2	444	251.469	835.977	87.7128
cpalmiol.1540.1	1224	1028.74	25304	648.991
cpalmiol.1541.1	1066	870.736	2754	83.4509
cpalmiol.1542.1	4248	4052.74	2891	18.8215
cpalmiol.1543.1	2287	2091.74	4278	53.9619
cpalmiol.1544.1	1328	1132.74	13633	317.553
cpalmiol.1545.1	1635	1439.74	6560	120.219
cpalmiol.1546.1	28011	27815.7	30853	29.2658
cpalmiol.1547.1	8085	7889.74	15615	52.2196
cpalmiol.1548.1	18402	18206.7	8612	12.4803
cpalmiol.1549.1	5061	4865.74	9130	49.5081
cpalmiol.1550.1	1269	1073.74	12372	304.016
cpalmiol.1551.1	1354	1158.74	2464	56.1061
cpalmiol.1552.1	6924	6728.74	5305	20.802
cpalmiol.1553.1	2350	2154.74	2212	27.086
cpalmiol.1554.1	3977	3781.74	11109	77.5064
cpalmiol.1555.1	3509	3313.74	12106	96.391
cpalmiol.1556.1	2838	2642.74	5599	55.8998
cpalmiol.1557.1	311	128.514	36	7.39102
cpalmiol.1558.1	15874	15678.7	18464	31.0719
cpalmiol.1559.1	993	797.736	5275	174.468
cpalmiol.1560.1	2463	2267.74	1148	13.3568
cpalmiol.1561.1	3651	3455.74	5730	43.749
cpalmiol.1562.1	4631	4435.74	9314	55.4018
cpalmiol.1563.1	994	798.736	4497	148.55
cpalmiol.1564.1	706	510.796	2952	152.483
cpalmiol.1565.1	1424	1228.74	53321	1144.97
cpalmiol.1566.1	1365	1169.74	4121	92.9541
cpalmiol.1567.1	762	566.796	3737	173.96
cpalmiol.1568.1	6791	6595.74	13284	53.1397
cpalmiol.1569.1	1074	878.736	2828	84.9131
cpalmiol.1570.1	1062	866.736	24650	750.384
cpalmiol.1571.1	1969	1773.74	5484	81.576
cpalmiol.1572.1	4513	4317.74	9161	55.981
cpalmiol.1573.1	1511	1315.74	7122	142.819
cpalmiol.1574.1	8177	7981.74	7070	23.3709
cpalmiol.1575.1	881	685.736	3922	150.905
cpalmiol.1576.1	8913	8717.74	5576	16.8761
cpalmiol.1577.1	652	456.916	27.0036	1.55933
cpalmiol.1578.1	267	92.0869	8	2.29217
cpalmiol.1579.1	15892	15696.7	6986	11.7428
cpalmiol.1580.1	5421	5225.74	3322	16.7728
cpalmiol.1581.1	782	586.796	112193	5044.67
cpalmiol.1582.1	2399	2203.74	10623	127.187
cpalmiol.1583.1	1957	1761.74	10120	151.563
cpalmiol.1584.1	1896	1700.74	17270	267.922
cpalmiol.1585.1	4310	4114.74	2586	16.5821
cpalmiol.1586.1	2170	1974.74	7045	94.1295
cpalmiol.1587.1	4409	4213.74	353	2.21035
cpalmiol.1588.1	404	213.151	1249	154.607
cpalmiol.1589.1	1425	1229.74	2865	61.4705
cpalmiol.1590.1	1109	913.736	83099	2399.54
cpalmiol.1591.1	1682	1486.74	30872	547.879
cpalmiol.1592.1	12059	11863.7	6111	13.5908
cpalmiol.1593.1	2976	2780.74	3212	30.4768
cpalmiol.1594.1	3388	3192.74	691	5.71043
cpalmiol.1595.1	736	540.796	210	10.2457
cpalmiol.1596.1	2504	2308.74	9469	108.214
cpalmiol.1597.1	1912	1716.74	788	12.1109
cpalmiol.1598.1	6807	6611.74	8046.79	32.1115
cpalmiol.1599.1	7665	7469.74	5886.24	20.7915
cpalmiol.1600.1	5364	5168.74	21248	108.464
cpalmiol.1601.1	1809	1613.74	52366	856.191
cpalmiol.1602.1	4454	4258.74	6056	37.5197
cpalmiol.1603.1	779	583.796	8503	384.295
cpalmiol.1604.1	21279	21083.7	27191	34.0276
cpalmiol.1605.1	2074	1878.74	2712	38.0871
cpalmiol.1606.1	332	146.835	165	29.6488
cpalmiol.1607.1	5255	5059.74	6571	34.2655
cpalmiol.1608.1	1406	1210.74	2937	64.0042
cpalmiol.1609.1	3274	3078.74	18222	156.163
cpalmiol.1610.1	3042	2846.74	3102	28.7507
cpalmiol.1611.1	1028	832.736	64002	2027.87
cpalmiol.1612.1	8315	8119.74	6287	20.4294
cpalmiol.1613.1	1596	1400.74	5649	106.407
cpalmiol.1614.1	3805	3609.74	1224	8.94663
cpalmiol.1615.1	3240	3044.74	5080	44.0218
cpalmiol.1616.1	6545	6349.74	3828	15.9063
cpalmiol.1617.1	280	102.712	91	23.3762
cpalmiol.1618.1	3557	3361.74	11666	91.5613
cpalmiol.1619.1	1485	1289.74	1459	29.8475
cpalmiol.1620.1	498	303.857	3128	271.614
cpalmiol.1621.1	636	440.938	56250	3365.88
cpalmiol.1622.1	4789	4593.74	5484.27	31.4997
cpalmiol.1622.2	5130	4934.74	2853.73	15.2582
cpalmiol.1623.1	4546	4350.74	5194.76	31.5033
cpalmiol.1624.1	9557	9361.74	4781	13.4746
cpalmiol.1625.1	657	461.916	1293	73.8565
cpalmiol.1626.1	4361	4165.74	795	5.03534
cpalmiol.1627.1	6444	6248.74	18967	80.0867
cpalmiol.1628.1	13349	13153.7	18960	38.0315
cpalmiol.1629.1	9941	9745.74	27828	75.3392
cpalmiol.1630.1	2632	2436.74	4652	50.3715
cpalmiol.1631.1	4840	4644.74	1919	10.901
cpalmiol.1632.1	6192	5996.74	8692	38.2436
cpalmiol.1633.1	3410	3214.74	3491	28.6522
cpalmiol.1634.1	2251	2055.74	9376	120.338
cpalmiol.1635.1	6503	6307.74	10895	45.573
cpalmiol.1636.1	454	261.07	85639	8655.03
cpalmiol.1637.1	2417	2221.74	2572	30.5444
cpalmiol.1638.1	8624	8428.74	2445	7.65368
cpalmiol.1639.1	744	548.796	167	8.02896
cpalmiol.1204.1	264	89.6661	12	3.53107
cpalmiol.1205.1	4693	4497.74	2179	12.7825
cpalmiol.1751.1	2094	1898.74	1123	15.6052
cpalmiol.1752.1	611	415.96	65096	4129.11
cpalmiol.1753.1	567	372.198	22872	1621.37
cpalmiol.1754.1	2711	2515.74	2082	21.8358
cpalmiol.1755.1	1056	860.736	5714	175.156
cpalmiol.1756.1	3644	3448.74	2435.75	18.6349
cpalmiol.1756.10	9998	9802.74	1.65734e-07	4.46085e-10
cpalmiol.1756.11	3644	3448.74	3.90886e-06	2.9905e-08
cpalmiol.1756.12	9998	9802.74	1.08956	0.00293263
cpalmiol.1756.2	3644	3448.74	2435.75	18.6349
cpalmiol.1756.3	9998	9802.74	18.9512	0.0510087
cpalmiol.1756.4	9998	9802.74	18.9512	0.0510087
cpalmiol.1756.5	3644	3448.74	2435.75	18.6349
cpalmiol.1756.6	9980	9784.74	124.523	0.33578
cpalmiol.1756.7	9998	9802.74	18.9512	0.0510087
cpalmiol.1756.8	9998	9802.74	1.65734e-07	4.46085e-10
cpalmiol.1756.9	3644	3448.74	1.76218	0.0134817
cpalmiol.1757.1	4692	4496.74	7428	43.5841
cpalmiol.1758.1	1400	1204.74	3191	69.8857
cpalmiol.1759.1	283	105.124	4097	1028.3
cpalmiol.1760.1	2296	2100.74	20921.8	262.773
cpalmiol.1760.2	6791	6595.74	7922.22	31.6911
cpalmiol.1761.1	1750	1554.74	1882	31.9387
cpalmiol.1762.1	790	594.766	1850	82.069
cpalmiol.1763.1	442	249.583	4968	525.195
cpalmiol.1764.1	5012	4816.74	14847	81.3279
cpalmiol.1765.1	452	259.161	670	68.2116
cpalmiol.1766.1	3323	3127.74	25038	211.214
cpalmiol.1767.1	1366	1170.74	22047	496.872
cpalmiol.1768.1	1101	905.736	6142	178.921
cpalmiol.1769.1	749	553.796	3188	151.888
cpalmiol.1770.1	3606	3410.74	170	1.31509
cpalmiol.1771.1	827	631.736	76	3.17418
cpalmiol.1772.1	950	754.736	3603	125.957
cpalmiol.1773.1	312	129.336	9434	1924.56
cpalmiol.1774.1	9250	9054.74	2675	7.79474
cpalmiol.1775.1	3193	2997.74	1548	13.6248
cpalmiol.1776.1	2879	2683.74	11374	111.822
cpalmiol.1777.1	399	208.397	125	15.826
cpalmiol.1778.1	3655	3459.74	10911	83.21
cpalmiol.1779.1	1556	1360.74	4605	89.2914
cpalmiol.1780.1	2615	2419.74	2930	31.9487
cpalmiol.1781.1	2159	1963.74	24724	332.192
cpalmiol.1782.1	5183	4987.74	2088	11.0454
cpalmiol.1783.1	4906	4710.74	17734	99.328
cpalmiol.1784.1	1288	1092.74	1595	38.5123
cpalmiol.1785.1	3565	3369.74	2615	20.4753
cpalmiol.1786.1	4393	4197.74	1650	10.371
cpalmiol.1787.1	5494	5298.74	1999	9.95392
cpalmiol.1788.1	3661	3465.74	7419	56.4812
cpalmiol.1789.1	7074	6878.74	8477	32.5153
cpalmiol.1790.1	567	372.198	2075	147.095
cpalmiol.1791.1	238	70.2273	38046	14294.1
cpalmiol.1792.1	1474	1278.74	98	2.02208
cpalmiol.1793.1	397	206.482	14855	1898.21
cpalmiol.1794.1	3519	3323.74	1714	13.6062
cpalmiol.1795.1	703	507.796	2528	131.354
cpalmiol.1796.1	1102	906.736	19472	566.609
cpalmiol.1797.1	7372	7176.74	6392	23.4998
cpalmiol.1798.1	2508	2312.74	4376	49.9235
cpalmiol.1799.1	746	550.796	428	20.5025
cpalmiol.1800.1	3219	3023.74	486	4.24078
cpalmiol.1801.1	1887	1691.74	13375	208.6
cpalmiol.1802.1	1478	1282.74	11503	236.607
cpalmiol.1803.1	1914	1718.74	10846	166.5
cpalmiol.1804.1	11399	11203.7	15881	37.3997
cpalmiol.1805.1	2683	2487.74	11260	119.423
cpalmiol.1806.1	1717	1521.74	3861	66.9444
cpalmiol.1807.1	851	655.736	16953	682.136
cpalmiol.1808.1	1604	1408.74	1194	22.3629
cpalmiol.1809.1	4725	4529.74	11826.5	68.8872
cpalmiol.1810.1	3625	3429.74	0	0
cpalmiol.1811.1	1682	1486.74	1444	25.6264
cpalmiol.1812.1	384	194.226	62135	8440.8
cpalmiol.1813.1	4399	4203.74	869	5.45429
cpalmiol.1814.1	1083	887.736	5523.73	164.173
cpalmiol.1815.1	7080	6884.74	1739.27	6.66549
cpalmiol.1816.1	5432	5236.74	3986	20.0831
cpalmiol.1817.1	7355	7159.74	9791	36.0814
cpalmiol.1818.1	2520	2324.74	5750	65.2601
cpalmiol.1819.1	3145	2949.74	2657	23.7663
cpalmiol.1820.1	617	421.96	16819	1051.68
cpalmiol.1821.1	1065	869.736	55165	1673.52
cpalmiol.1822.1	1317	1121.74	12153	285.855
cpalmiol.1823.1	11202	11006.7	5111.94	12.2541
cpalmiol.1824.1	1177	981.736	178.063	4.78556
cpalmiol.1825.1	1898	1702.74	5713	88.526
cpalmiol.1826.1	532	337.444	19295.8	1508.75
cpalmiol.1826.2	873	677.736	816.152	31.7734
cpalmiol.1827.1	2390	2194.74	11669	140.283
cpalmiol.1828.1	1152	956.736	26930	742.674
cpalmiol.1829.1	8214	8018.74	9121	30.0117
cpalmiol.1830.1	292	112.715	78638	18407.9
cpalmiol.1831.1	6972	6776.74	4460	17.3647
cpalmiol.1832.1	369	180.422	146238	21385.8
cpalmiol.1833.1	2338	2142.74	3261	40.1546
cpalmiol.1834.1	2294	2098.74	13925	175.062
cpalmiol.1835.1	834	638.736	5949	245.74
cpalmiol.1836.1	1185	989.736	1823	48.5983
cpalmiol.1837.1	820	624.736	18496	781.151
cpalmiol.1838.1	690	494.821	24553	1309.21
cpalmiol.1839.1	1747	1551.74	8033	136.588
cpalmiol.1840.1	1258	1062.74	64512	1601.65
cpalmiol.1841.1	4833	4637.74	16936	96.3515
cpalmiol.1842.1	1523	1327.74	531	10.552
cpalmiol.1843.1	4657	4461.74	6644.29	39.2915
cpalmiol.1844.1	233	66.6735	841.712	333.092
cpalmiol.1845.1	1754	1558.74	3658	61.9191
cpalmiol.1846.1	1759	1563.74	1610	27.1654
cpalmiol.1847.1	713	517.796	31857	1623.3
cpalmiol.1848.1	558	363.254	22407	1627.52
cpalmiol.1849.1	2284	2088.74	201	2.53902
cpalmiol.1850.1	8178	7982.74	81031	267.826
cpalmiol.1851.1	3940	3744.74	2422	17.065
cpalmiol.1852.1	3371	3175.74	9325	77.4744
cpalmiol.1853.1	3498	3302.74	5069	40.4951
cpalmiol.1854.1	278	101.054	12126	3166.06
cpalmiol.1855.1	563	368.235	3329	238.53
cpalmiol.1856.1	597	402.042	616	40.4262
cpalmiol.1857.1	664	468.893	27645	1555.59
cpalmiol.1858.1	1675	1479.74	23989	427.742
cpalmiol.1859.1	4641	4445.74	4300	25.5199
cpalmiol.1860.1	626	430.938	4569	279.743
cpalmiol.1861.1	3114	2918.74	12837	116.044
cpalmiol.1862.1	2525	2329.74	9479	107.352
cpalmiol.1863.1	490	296.022	10606	945.324
cpalmiol.1864.1	4495	4299.74	8068	49.5083
cpalmiol.1865.1	2616	2420.74	827	9.01388
cpalmiol.1866.1	2204	2008.74	6431	84.4713
cpalmiol.1867.1	5119	4923.74	11502	61.6357
cpalmiol.1868.1	4584	4388.74	14584	87.6781
cpalmiol.1869.1	2039	1843.74	2435	34.8461
cpalmiol.1870.1	1227	1031.74	8464	216.452
cpalmiol.1871.1	3644	3448.74	13212.3	101.082
cpalmiol.1872.1	1611	1415.74	13208	246.155
cpalmiol.1873.1	259	85.746	792	243.705
cpalmiol.1874.1	1540	1344.74	48867	958.81
cpalmiol.1875.1	1717	1521.74	60917.2	1056.22
cpalmiol.1876.1	1182	986.736	327.971	8.76976
cpalmiol.1877.1	11937	11741.7	25062	56.3167
cpalmiol.1878.1	5780	5584.74	2983.82	14.0969
cpalmiol.1879.1	5068	4872.74	2246.05	12.1619
cpalmiol.1880.1	879	683.736	1340	51.7095
cpalmiol.1881.1	1346	1150.74	47102	1079.98
cpalmiol.1882.1	2163	1967.74	13215	177.196
cpalmiol.1883.1	2160	1964.74	399	5.35824
cpalmiol.1884.1	5813	5617.74	5912	27.7669
cpalmiol.1885.1	6140	5944.74	35549	157.779
cpalmiol.1886.1	792	596.766	2737	121.011
cpalmiol.1887.1	730	534.796	10305	508.41
cpalmiol.1888.1	919	723.736	6810	248.268
cpalmiol.1889.1	2693	2497.74	12690	134.051
cpalmiol.1890.1	1856	1660.74	1057	16.793
cpalmiol.1891.1	9043	8847.74	7475	22.2912
cpalmiol.1892.1	557	362.254	4588	334.168
cpalmiol.1893.1	7026	6830.74	6571	25.3815
cpalmiol.1894.1	1854	1658.74	162	2.57686
cpalmiol.1895.1	1959	1763.74	155	2.31874
cpalmiol.1896.1	2389	2193.74	1785	21.4688
cpalmiol.1897.1	2591	2395.74	16898	186.102
cpalmiol.1898.1	11374	11178.7	5704	13.463
cpalmiol.1899.1	1795	1599.74	6318.15	104.207
cpalmiol.1899.2	6398	6202.74	3209.85	13.6538
cpalmiol.1900.1	1759	1563.74	2606	43.9708
cpalmiol.1901.1	8290	8094.74	16212	52.843
cpalmiol.1902.1	3113	2917.74	8933	80.7802
cpalmiol.1903.1	596	401.062	28030	1844.02
cpalmiol.1904.1	2467	2271.74	216126	2510.17
cpalmiol.1905.1	1776	1580.74	1942	32.4148
cpalmiol.1906.1	6016	5820.74	6042	27.3878
cpalmiol.1907.1	1471	1275.74	11481	237.45
cpalmiol.1908.1	851	655.736	6469	260.293
cpalmiol.1909.1	6680	6484.74	20308	82.6283
cpalmiol.1910.1	2583	2387.74	5601	61.8918
cpalmiol.1911.1	908	712.736	33	1.22163
cpalmiol.1912.1	2521	2325.74	2891	32.7975
cpalmiol.1913.1	3606	3410.74	20281.8	156.896
cpalmiol.1913.2	3606	3410.74	5501.24	42.5565
cpalmiol.1913.3	3606	3410.74	5501.24	42.5565
cpalmiol.1914.1	593	398.082	9720	644.24
cpalmiol.1915.1	1547	1351.74	32038	625.356
cpalmiol.1916.1	1420	1224.74	27232	586.666
cpalmiol.1917.1	8333	8137.74	20911.1	67.7996
cpalmiol.1918.1	546	351.307	9397	705.758
cpalmiol.1919.1	1334	1138.74	4878	113.024
cpalmiol.1920.1	3473	3277.74	9641.54	77.6115
cpalmiol.1921.1	1398	1202.74	9503.46	208.48
cpalmiol.1922.1	923	727.736	31524	1142.93
cpalmiol.1923.1	462	268.857	1409	138.275
cpalmiol.1924.1	2949	2753.74	1319	12.6379
cpalmiol.1925.1	1886	1690.74	14967	233.568
cpalmiol.1926.1	6554	6358.74	2239	9.29046
cpalmiol.1927.1	1267	1071.74	423	10.4137
cpalmiol.1928.1	383	193.295	17846	2435.99
cpalmiol.1929.1	781	585.796	11080	499.054
cpalmiol.1930.1	818	622.736	17280	732.139
cpalmiol.1931.1	845	649.736	39079	1586.94
cpalmiol.1932.1	19590	19394.7	14704	20.0035
cpalmiol.1933.1	2438	2242.74	2559	30.1055
cpalmiol.1934.1	345	158.502	1866	310.622
cpalmiol.1935.1	2314	2118.74	1778	22.1416
cpalmiol.1936.1	1520	1324.74	7812	155.592
cpalmiol.1937.1	3288	3092.74	4366	37.2473
cpalmiol.1938.1	1149	953.736	5055	139.845
cpalmiol.1939.1	3802	3606.74	4053	29.6494
cpalmiol.1940.1	12041	11845.7	4587.97	10.2191
cpalmiol.1941.1	3725	3529.74	2771	20.7132
cpalmiol.1942.1	1510	1314.74	6365	127.736
cpalmiol.1943.1	2948	2752.74	21172	202.932
cpalmiol.1944.1	523	328.494	22922	1841.11
cpalmiol.1945.1	4289	4093.74	2077	13.3866
cpalmiol.1946.1	978	782.736	1162	39.1692
cpalmiol.1947.1	3515	3319.74	4095	32.5465
cpalmiol.1948.1	4258	4062.74	4987	32.3873
cpalmiol.1949.1	2399	2203.74	8949	107.144
cpalmiol.1950.1	652	456.916	27896	1610.86
cpalmiol.1951.1	3280	3084.74	8511	72.7975
cpalmiol.1952.1	725	529.796	7561	376.552
cpalmiol.1953.1	588	393.141	6084	408.315
cpalmiol.1954.1	517	322.543	21496	1758.43
cpalmiol.1955.1	443	250.52	12857	1354.1
cpalmiol.1956.1	6464	6268.74	3482	14.6556
cpalmiol.1957.1	963	767.736	21335	733.22
cpalmiol.1958.1	1013	817.736	6312	203.661
cpalmiol.1959.1	1413	1217.74	3194	69.2047
cpalmiol.1960.1	743	547.796	88.9525	4.28443
cpalmiol.1960.2	696	500.796	206.047	10.8558
cpalmiol.1961.1	2512	2316.74	13424	152.883
cpalmiol.1962.1	737	541.796	1703	82.934
cpalmiol.1963.1	5761	5565.74	34891	165.403
cpalmiol.1964.1	5786	5590.74	2867	13.5305
cpalmiol.1965.1	2830	2634.74	3247	32.5161
cpalmiol.1966.1	1980	1784.74	18458	272.875
cpalmiol.1967.1	695	499.821	49887	2633.46
cpalmiol.1968.1	1974	1778.74	2514	37.2913
cpalmiol.1969.1	8424	8228.74	13416	43.0173
cpalmiol.1970.1	2949	2753.74	1666	15.9627
cpalmiol.1971.1	1565	1369.74	1739	33.4978
cpalmiol.1972.1	2233	2037.74	156032	2020.32
cpalmiol.1973.1	603	408.021	9430	609.793
cpalmiol.1974.1	1984	1788.74	10437	153.951
cpalmiol.1975.1	424	232.139	8284	941.556
cpalmiol.1976.1	2715	2519.74	3565	37.33
cpalmiol.1977.1	7089	6893.74	6925	26.5045
cpalmiol.1978.1	8432	8236.74	9574	30.6685
cpalmiol.1979.1	1380	1184.74	16028	356.953
cpalmiol.1980.1	941	745.736	1002	35.4516
cpalmiol.1981.1	6272	6076.74	1775.58	7.70944
cpalmiol.1981.2	6267	6071.74	1372.82	5.96559
cpalmiol.1982.1	1454	1258.74	1403.61	29.4215
cpalmiol.1983.1	2358	2162.74	12998	158.572
cpalmiol.1984.1	3891	3695.74	14665	104.697
cpalmiol.1985.1	1613	1417.74	12248	227.942
cpalmiol.1986.1	5942	5746.74	3104	14.2513
cpalmiol.1987.1	3095	2899.74	3012	27.4063
cpalmiol.1988.1	13629	13433.7	11396	22.3825
cpalmiol.1989.1	2309	2113.74	184	2.29679
cpalmiol.1990.1	4177	3981.74	1800	11.9276
cpalmiol.1991.1	2772	2576.74	3280	33.5859
cpalmiol.1992.1	8094	7898.74	11138	37.2052
cpalmiol.1993.1	2420	2224.74	3285	38.9593
cpalmiol.1994.1	270	94.4862	3342	933.237
cpalmiol.1995.1	3379	3183.74	10331	85.6168
cpalmiol.1996.1	842	646.736	12109	494.009
cpalmiol.1997.1	646	450.916	774	45.2896
cpalmiol.1998.1	2368	2172.74	1906	23.1457
cpalmiol.1999.1	497	302.902	4886.14	425.615
cpalmiol.1999.2	777	581.796	974.864	44.2107
cpalmiol.2000.1	1549	1353.74	3346	65.2147
cpalmiol.2001.1	5661	5465.74	14878	71.8207
cpalmiol.2002.1	1260	1064.74	1444	35.7832
cpalmiol.2003.1	2534	2338.74	10272	115.885
cpalmiol.2004.1	3071	2875.74	2057	18.8729
cpalmiol.2005.1	3120	2924.74	682	6.1525
cpalmiol.2006.1	2059	1863.74	13897	196.739
cpalmiol.2007.1	1261	1065.74	6895	170.702
cpalmiol.2008.1	8593	8397.74	9260	29.0939
cpalmiol.2009.1	1821	1625.74	267	4.33326
cpalmiol.2010.1	522	327.51	38	3.06134
cpalmiol.2011.1	7506	7310.74	10899	39.335
cpalmiol.2012.1	3062	2866.74	3273	30.124
cpalmiol.2013.1	17850	17654.7	37676	56.3063
cpalmiol.2014.1	1326	1130.74	21634	504.812
cpalmiol.2015.1	2074	1878.74	89754	1260.5
cpalmiol.2016.1	2917	2721.74	7181	69.6134
cpalmiol.2017.1	2719	2523.74	1307	13.6642
cpalmiol.2018.1	630	434.938	17676	1072.29
cpalmiol.2019.1	3994	3798.74	6114	42.4659
cpalmiol.2020.1	3588	3392.74	4669	36.3101
cpalmiol.2021.1	6792	6596.74	6048	24.19
cpalmiol.2022.1	1028	832.736	3471	109.977
cpalmiol.2023.1	2118	1922.74	12523	171.847
cpalmiol.2024.1	671	475.869	15922	882.802
cpalmiol.2025.1	9740	9544.74	8085	22.3496
cpalmiol.2026.1	1410	1214.74	9872	214.426
cpalmiol.2027.1	2402	2206.74	25973	310.546
cpalmiol.2028.1	2021	1825.74	6200	89.5999
cpalmiol.2029.1	1531	1335.74	5562	109.866
cpalmiol.2030.1	3623	3427.74	15722	121.019
cpalmiol.2031.1	1505	1309.74	2547	51.3096
cpalmiol.2032.1	4197	4001.74	7917	52.1994
cpalmiol.2033.1	4706	4510.74	20434	119.525
cpalmiol.2034.1	6038	5842.74	1933	8.7291
cpalmiol.2035.1	2486	2290.74	5092	58.6499
cpalmiol.2036.1	981	785.736	7810	262.258
cpalmiol.2037.1	7418	7222.74	7586.36	27.7131
cpalmiol.2038.1	7336	7140.74	2311.64	8.54145
cpalmiol.2039.1	3070	2874.74	176.288	1.618
cpalmiol.2039.2	2896	2700.74	377.806	3.69097
cpalmiol.2039.3	2917	2721.74	31.9064	0.309304
cpalmiol.2040.1	456	262.991	12865	1290.69
cpalmiol.2041.1	3820	3624.74	13934	101.427
cpalmiol.2042.1	9242	9046.74	14941	43.5754
cpalmiol.2043.1	1738	1542.74	11058	189.121
cpalmiol.2044.1	2982	2786.74	1636	15.4896
cpalmiol.2045.1	3629	3433.74	2065	15.8674
cpalmiol.2046.1	5633	5437.74	23228	112.706
cpalmiol.2047.1	2140	1944.74	14750	200.117
cpalmiol.2048.1	877	681.736	4133	159.957
cpalmiol.2049.1	4322	4126.74	12173	77.8296
cpalmiol.2050.1	1203	1007.74	9405	246.244
cpalmiol.2051.1	1329	1133.74	8829	205.472
cpalmiol.2052.1	1563	1367.74	2927	56.4643
cpalmiol.2053.1	589	394.121	4709	315.248
cpalmiol.2054.1	369	180.422	4109	600.898
cpalmiol.2055.1	1203	1007.74	48307	1264.79
cpalmiol.2056.1	3574	3378.74	7022	54.8353
cpalmiol.2057.1	1822	1626.74	9201	149.235
cpalmiol.2058.1	8569	8373.74	45076	142.03
cpalmiol.2059.1	6832	6636.74	7232.3	28.7525
cpalmiol.2059.2	6836	6640.74	5509.7	21.891
cpalmiol.2060.1	3178	2982.74	26843	237.449
cpalmiol.2061.1	3330	3134.74	2370	19.9481
cpalmiol.2062.1	6267	6071.74	28307.1	123.009
cpalmiol.2063.1	4128	3932.74	17560	117.81
cpalmiol.2064.1	1186	990.736	5652	150.521
cpalmiol.2065.1	802	606.736	7780	338.325
cpalmiol.2066.1	4138	3942.74	4555.03	30.4823
cpalmiol.2066.2	4775	4579.74	1063.97	6.12973
cpalmiol.2067.1	3046	2850.74	4482	41.4828
cpalmiol.2068.1	8305	8109.74	8917	29.0112
cpalmiol.2069.1	997	801.736	30354	998.937
cpalmiol.2070.1	872	676.736	3627	141.411
cpalmiol.2071.1	5049	4853.74	7560	41.096
cpalmiol.2072.1	1223	1027.74	2621	67.2882
