# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-t" "transcript" "-g" "gene_id" "-a" "11.AssemblyRNA/cpalmiol.gtf" "-o" "counts.txt" "10.Mapping.RNA/cpalmiol_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	10.Mapping.RNA/cpalmiol_sorted.bam
cpalmiol.1351	tig00000013	812355	814229	.	1875	9824
cpalmiol.1352	tig00000013	815503	817631	.	2129	11339
cpalmiol.1353	tig00000013	824337	828060	.	3724	4948
cpalmiol.1354	tig00000013	828461	829971	.	1511	519
cpalmiol.1355	tig00000013	830200	832666	.	2467	4093
cpalmiol.1356	tig00000013	834924	838891	.	3968	31407
cpalmiol.1357	tig00000013	842278	849118	.	6841	3820
cpalmiol.1358	tig00000013	849332	851304	.	1973	17766
cpalmiol.1359	tig00000013	852407	852879	.	473	11453
cpalmiol.1360	tig00000013	858845	860650	.	1806	59213
cpalmiol.1361	tig00000013	860959	861180	.	222	65
cpalmiol.1362	tig00000013	861846	863776	.	1931	6607
cpalmiol.1363	tig00000013	864560	865184	.	625	5265
cpalmiol.1364	tig00000013;tig00000013	871679;871679	877164;877164	-;-	5486	147
cpalmiol.1365	tig00000013	879914	881808	.	1895	19847
cpalmiol.1366	tig00000013	883502	891572	.	8071	12760
cpalmiol.1367	tig00000013	892153	892950	-	798	53890
cpalmiol.1368	tig00000013	893323	893631	.	309	5292
cpalmiol.1369	tig00000013	893925	895645	.	1721	11724
cpalmiol.1370	tig00000013	899423	902845	.	3423	22892
cpalmiol.1371	tig00000013	903492	904080	.	589	2663
cpalmiol.1372	tig00000013	904806	909401	.	4596	34636
cpalmiol.1373	tig00000013	909964	912473	.	2510	5003
cpalmiol.1374	tig00000013	912858	915271	.	2414	2023
cpalmiol.1375	tig00000013	915526	920685	.	5160	9722
cpalmiol.1376	tig00000013	920937	927528	.	6592	45465
cpalmiol.1377	tig00000013	928365	930060	.	1696	25366
cpalmiol.1378	tig00000013;tig00000013;tig00000013;tig00000013;tig00000013	935123;935123;935123;935123;945761	942833;942833;952845;952845;976426	+;+;+;+;+	41304	33538
cpalmiol.1379	tig00000013	962143	969458	.	7316	13513
cpalmiol.1380	tig00000013	970095	976426	.	6332	1922
cpalmiol.1381	tig00000013	976642	983001	.	6360	52882
cpalmiol.1382	tig00000013	983394	986325	.	2932	7644
cpalmiol.1383	tig00000013	986644	990434	-	3791	12570
cpalmiol.1384	tig00000013	991166	994001	.	2836	1593
cpalmiol.1385	tig00000013	998290	1000168	.	1879	163315
cpalmiol.1386	tig00000013	1001750	1002914	.	1165	12017
cpalmiol.1387	tig00000013	1008033	1021518	.	13486	15083
cpalmiol.1388	tig00000013	1023627	1024443	.	817	4934
cpalmiol.1389	tig00000013	1024705	1028645	.	3941	11303
cpalmiol.1390	tig00000013	1030623	1036531	.	5909	17334
cpalmiol.1391	tig00000013	1036743	1038722	.	1980	1991
cpalmiol.1392	tig00000013	1038934	1040042	.	1109	608649
cpalmiol.1393	tig00000013	1040626	1040853	.	228	264322
cpalmiol.1394	tig00000013	1043289	1043807	.	519	12855
cpalmiol.1395	tig00000013	1045012	1045944	.	933	701
cpalmiol.1396	tig00000013	1046439	1046934	.	496	39516
cpalmiol.1397	tig00000013	1047450	1047836	.	387	39161
cpalmiol.1398	tig00000013	1050137	1051649	-	1513	2384
cpalmiol.1399	tig00000013	1053300	1062450	.	9151	34593
cpalmiol.1400	tig00000013	1064772	1067836	.	3065	19755
cpalmiol.1401	tig00000013	1068054	1069006	.	953	5594
cpalmiol.1402	tig00000013	1069420	1070664	.	1245	31886
cpalmiol.1403	tig00000013	1071894	1076909	.	5016	12578
cpalmiol.1404	tig00000013	1077151	1080286	.	3136	4464
cpalmiol.1405	tig00000013	1080483	1083461	.	2979	72013
cpalmiol.1406	tig00000013	1089155	1089974	.	820	17331
cpalmiol.1407	tig00000013	1090566	1094999	.	4434	42305
cpalmiol.1408	tig00000013	1098439	1099099	.	661	4895
cpalmiol.1409	tig00000013	1099306	1111371	.	12066	60176
cpalmiol.1410	tig00000013	1112178	1113509	.	1332	32736
cpalmiol.1411	tig00000013	1112178	1124723	+	12546	100883
cpalmiol.1412	tig00000013	1121282	1122443	.	1162	15063
cpalmiol.1413	tig00000013	1124794	1128373	+	3580	34792
cpalmiol.1414	tig00000013	1127168	1128373	.	1206	28221
cpalmiol.1415	tig00000013	1133752	1134395	.	644	18812
cpalmiol.1416	tig00000013	1134946	1140437	.	5492	12446
cpalmiol.1417	tig00000013	1141367	1142383	.	1017	444
cpalmiol.1418	tig00000013	1144649	1146109	.	1461	431
cpalmiol.1419	tig00000013	1146364	1147264	.	901	29334
cpalmiol.1420	tig00000013	1154217	1157725	-	3509	22037
cpalmiol.1421	tig00000013	1159658	1168091	+	8434	22209
cpalmiol.1422	tig00000013	1171007	1175356	.	4350	749
cpalmiol.1423	tig00000013	1180094	1182412	-	2319	10540
cpalmiol.1424	tig00000013	1182931	1184115	.	1185	7193
cpalmiol.1425	tig00000013	1185670	1188423	.	2754	1269
cpalmiol.1426	tig00000013	1188962	1197509	.	8548	7957
cpalmiol.1427	tig00000013	1197917	1200491	.	2575	12480
cpalmiol.1428	tig00000013	1202173	1203832	.	1660	26665
cpalmiol.1429	tig00000013	1206297	1209116	.	2820	6766
cpalmiol.1430	tig00000013	1209824	1210726	.	903	1217
cpalmiol.1431	tig00000013	1211098	1213136	.	2039	631
cpalmiol.1432	tig00000013	1213338	1216398	.	3061	7047
cpalmiol.1433	tig00000013	1216854	1218268	.	1415	2025
cpalmiol.1434	tig00000013	1226410	1227033	.	624	11991
cpalmiol.1435	tig00000013	1236272	1238945	.	2674	14995
cpalmiol.1436	tig00000013	1240168	1242457	.	2290	4734
cpalmiol.1437	tig00000013	1257305	1257984	-	680	28379
cpalmiol.1438	tig00000013	1258265	1259382	.	1118	22674
cpalmiol.1439	tig00000013	1260485	1264293	.	3809	5470
cpalmiol.1440	tig00000013	1265317	1278282	.	12966	29453
cpalmiol.1441	tig00000013	1289834	1290869	+	1036	1027
cpalmiol.1442	tig00000013	1291272	1295812	.	4541	12595
cpalmiol.1443	tig00000013	1299208	1300396	.	1189	265963
cpalmiol.1444	tig00000013	1301248	1302108	.	861	9616
cpalmiol.1445	tig00000013	1302553	1302854	.	302	4261
cpalmiol.1446	tig00000013	1303218	1304981	.	1764	335129
cpalmiol.1447	tig00000013	1306355	1308647	.	2293	26789
cpalmiol.1448	tig00000013	1310130	1311599	.	1470	222600
cpalmiol.1449	tig00000013	1311753	1313387	.	1635	2167
cpalmiol.1450	tig00000013	1313668	1318573	.	4906	42198
cpalmiol.1451	tig00000013	1319214	1327913	.	8700	41980
cpalmiol.1452	tig00000013	1328719	1329252	.	534	5056
cpalmiol.1453	tig00000013	1331526	1332907	.	1382	59074
cpalmiol.1454	tig00000013	1335631	1336054	.	424	9839
cpalmiol.1455	tig00000013	1336903	1359110	.	22208	96263
cpalmiol.1456	tig00000013	1359165	1362449	.	3285	7669
cpalmiol.1457	tig00000013	1364562	1366253	.	1692	227
cpalmiol.1458	tig00000013	1370309	1371715	.	1407	225
cpalmiol.1459	tig00000013;tig00000013;tig00000013;tig00000013	1372287;1372287;1372287;1372287	1389237;1389237;1389237;1389237	+;+;+;+	16951	31969
cpalmiol.1460	tig00000013	1391563	1396219	.	4657	4850
cpalmiol.1461	tig00000013	1397881	1402567	.	4687	25664
cpalmiol.1462	tig00000013	1408405	1409678	-	1274	8779
cpalmiol.1463	tig00000013	1418931	1420678	.	1748	19643
cpalmiol.1464	tig00000013	1421737	1426291	.	4555	19177
cpalmiol.1465	tig00000013	1426692	1430368	.	3677	8948
cpalmiol.1466	tig00000013	1431632	1433329	.	1698	10721
cpalmiol.1467	tig00000013	1433833	1437224	.	3392	21245
cpalmiol.1468	tig00000013	1438178	1439041	.	864	9468
cpalmiol.1469	tig00000013	1440798	1442667	.	1870	343
cpalmiol.1470	tig00000013	1443022	1446635	.	3614	7368
cpalmiol.1471	tig00000013	1460119	1467396	.	7278	15883
cpalmiol.1472	tig00000013	1467603	1469876	-	2274	26322
cpalmiol.1473	tig00000013	1470572	1480577	.	10006	25289
cpalmiol.1474	tig00000013	1485466	1487120	.	1655	20890
cpalmiol.1475	tig00000013	1495291	1496407	.	1117	6244
cpalmiol.1476	tig00000013	1497043	1498256	.	1214	3759
cpalmiol.1477	tig00000013	1499223	1499709	.	487	24721
cpalmiol.1478	tig00000013	1505909	1508728	.	2820	10522
cpalmiol.1479	tig00000013	1510009	1512222	.	2214	24750
cpalmiol.1480	tig00000013	1513989	1515057	.	1069	1551
cpalmiol.1481	tig00000013	1515257	1515880	.	624	1317
cpalmiol.1482	tig00000013	1517131	1517818	-	688	34105
cpalmiol.1483	tig00000013	1518293	1519123	.	831	9729
cpalmiol.1484	tig00000013	1519329	1519806	.	478	614
cpalmiol.1485	tig00000013	1520015	1524723	.	4709	15267
cpalmiol.1486	tig00000013	1525004	1528068	.	3065	4398
cpalmiol.1487	tig00000013	1528355	1532228	.	3874	9012
cpalmiol.1488	tig00000013	1532487	1534605	.	2119	6744
cpalmiol.1489	tig00000013	1537390	1538483	.	1094	12023
cpalmiol.1490	tig00000013	1538712	1542389	.	3678	5505
cpalmiol.1491	tig00000013	1542593	1543817	.	1225	1416
cpalmiol.1492	tig00000013	1544228	1547367	.	3140	14953
cpalmiol.1493	tig00000013	1552896	1558109	.	5214	6329
cpalmiol.1494	tig00000013	1558459	1567029	.	8571	54009
cpalmiol.1495	tig00000013	1567251	1569243	.	1993	3867
cpalmiol.1496	tig00000013	1569674	1579415	.	9742	17292
cpalmiol.1497	tig00000013	1580012	1581100	.	1089	12302
cpalmiol.1498	tig00000013	1581681	1583333	.	1653	37505
cpalmiol.1499	tig00000013	1584174	1585476	.	1303	679
cpalmiol.1500	tig00000013	1586062	1587457	.	1396	10323
cpalmiol.1501	tig00000013	1588836	1589268	.	433	22811
cpalmiol.1502	tig00000013	1590527	1591180	.	654	54895
cpalmiol.1503	tig00000013	1592126	1597736	.	5611	8571
cpalmiol.1504	tig00000013	1597846	1601581	.	3736	13442
cpalmiol.1505	tig00000013	1601842	1602648	.	807	17704
cpalmiol.1506	tig00000013	1623054	1624181	-	1128	28981
cpalmiol.1507	tig00000013	1632264	1633226	.	963	12740
cpalmiol.1508	tig00000013	1639536	1641894	-	2359	23461
cpalmiol.1509	tig00000013	1647195	1649319	.	2125	7041
cpalmiol.1510	tig00000013	1650604	1651923	+	1320	1263
cpalmiol.1511	tig00000013	1652308	1655370	.	3063	6438
cpalmiol.1512	tig00000013	1664635	1665430	+	796	25360
cpalmiol.1513	tig00000013	1671977	1672241	.	265	6872
cpalmiol.1514	tig00000013	1675122	1675942	-	821	28531
cpalmiol.1515	tig00000013	1676286	1677026	.	741	12284
cpalmiol.1516	tig00000013	1677309	1678336	-	1028	42252
cpalmiol.1517	tig00000013	1680567	1684790	-	4224	22857
cpalmiol.1518	tig00000013	1685488	1685753	.	266	193523
cpalmiol.1519	tig00000013	1686051	1689603	.	3553	12719
cpalmiol.1520	tig00000013	1692348	1692953	.	606	91150
cpalmiol.1521	tig00000013	1693284	1694990	.	1707	17837
cpalmiol.1522	tig00000013	1696508	1696944	.	437	54851
cpalmiol.1523	tig00000013	1698341	1699411	+	1071	91993
cpalmiol.1524	tig00000013	1707640	1708417	.	778	3215
cpalmiol.1525	tig00000013	1708619	1714177	.	5559	11741
cpalmiol.1526	tig00000013	1714695	1715387	.	693	38515
cpalmiol.1527	tig00000013	1717769	1720568	.	2800	32964
cpalmiol.1528	tig00000013	1728978	1729783	.	806	10211
cpalmiol.1529	tig00000013	1730289	1731274	.	986	6876
cpalmiol.1530	tig00000013	1734196	1734966	-	771	44182
cpalmiol.1531	tig00000013	1740298	1741307	.	1010	37984
cpalmiol.1532	tig00000013	1750764	1758527	.	7764	26473
cpalmiol.1533	tig00000013	1759121	1760212	.	1092	1278
cpalmiol.1534	tig00000013	1761295	1762915	.	1621	3364
cpalmiol.1535	tig00000013	1764434	1765588	.	1155	15727
cpalmiol.1536	tig00000013	1771610	1778194	+	6585	137477
cpalmiol.1537	tig00000013	1779074	1780397	.	1324	68061
cpalmiol.1538	tig00000013	1783742	1791627	.	7886	16146
cpalmiol.1539	tig00000013;tig00000013	1792691;1792691	1793194;1793194	-;-	504	4756
cpalmiol.1540	tig00000013	1807419	1808642	.	1224	52168
cpalmiol.1541	tig00000013	1809754	1810819	.	1066	5668
cpalmiol.1542	tig00000013	1811144	1815391	.	4248	6002
cpalmiol.1543	tig00000013	1816948	1819234	.	2287	8899
cpalmiol.1544	tig00000013	1819561	1820888	.	1328	28238
cpalmiol.1545	tig00000013	1822638	1824272	.	1635	13531
cpalmiol.1546	tig00000013	1826073	1854083	.	28011	63511
cpalmiol.1547	tig00000013	1854222	1862306	.	8085	32167
cpalmiol.1548	tig00000013	1862750	1881151	.	18402	17773
cpalmiol.1549	tig00000013	1882059	1887119	.	5061	18967
cpalmiol.1550	tig00000013	1888067	1889821	+	1755	25522
cpalmiol.1551	tig00000013	1899400	1900753	.	1354	5064
cpalmiol.1552	tig00000013	1901111	1908034	.	6924	10897
cpalmiol.1553	tig00000013	1909557	1912016	-	2460	4566
cpalmiol.1554	tig00000013	1914196	1918172	.	3977	22880
cpalmiol.1555	tig00000013	1918465	1921973	.	3509	24879
cpalmiol.1556	tig00000013	1924560	1927397	.	2838	11477
cpalmiol.1557	tig00000013	1927759	1928069	.	311	74
cpalmiol.1558	tig00000013	1928360	1944288	-	15929	38081
cpalmiol.1559	tig00000013	1949477	1950469	.	993	10885
cpalmiol.1560	tig00000013	1957048	1959510	.	2463	2391
cpalmiol.1561	tig00000013	1959725	1963375	.	3651	11726
cpalmiol.1562	tig00000013	1964773	1969403	.	4631	19266
cpalmiol.1563	tig00000013	1969932	1971051	+	1120	9216
cpalmiol.1564	tig00000013	1971298	1972003	.	706	6112
cpalmiol.1565	tig00000013	1980232	1981655	.	1424	109878
cpalmiol.1566	tig00000013	1984865	1986229	.	1365	8512
cpalmiol.1567	tig00000013	1986707	1987987	+	1281	8086
cpalmiol.1568	tig00000013	1989065	1995855	.	6791	27417
cpalmiol.1569	tig00000013	1995930	1997003	.	1074	5781
cpalmiol.1570	tig00000013	1997812	1998873	.	1062	50736
cpalmiol.1571	tig00000013	1999531	2001499	.	1969	11360
cpalmiol.1572	tig00000013	2001767	2006279	.	4513	18878
cpalmiol.1573	tig00000013	2013237	2014747	.	1511	14721
cpalmiol.1574	tig00000013	2015535	2023711	.	8177	14534
cpalmiol.1575	tig00000013	2023932	2024812	.	881	8004
cpalmiol.1576	tig00000013	2025057	2033969	.	8913	11461
cpalmiol.1577	tig00000013	2034498	2035149	.	652	49
cpalmiol.1578	tig00000013	2035989	2036255	.	267	15
cpalmiol.1579	tig00000013	2036559	2052450	.	15892	14462
cpalmiol.1580	tig00000013	2052703	2058123	.	5421	6841
cpalmiol.1581	tig00000013	2072821	2073602	.	782	231682
cpalmiol.1582	tig00000013	2074819	2077217	.	2399	21928
cpalmiol.1583	tig00000013	2078977	2080933	.	1957	20955
cpalmiol.1584	tig00000013	2082657	2084552	.	1896	35576
cpalmiol.1585	tig00000013	2085411	2089720	.	4310	5375
cpalmiol.1586	tig00000013	2091734	2093903	.	2170	14576
cpalmiol.1587	tig00000013	2097666	2102074	.	4409	732
cpalmiol.1588	tig00000013	2102792	2103458	+	667	2716
cpalmiol.1589	tig00000013	2104024	2105448	.	1425	5921
cpalmiol.1590	tig00000013	2111488	2112596	.	1109	172357
cpalmiol.1591	tig00000013	2113612	2115293	.	1682	63707
cpalmiol.1592	tig00000013	2118811	2130869	.	12059	12637
cpalmiol.1593	tig00000013	2132853	2135828	.	2976	2931
cpalmiol.1594	tig00000013	2137549	2140936	.	3388	1427
cpalmiol.1595	tig00000013	2141590	2142325	.	736	429
cpalmiol.1596	tig00000013	2142582	2145085	.	2504	19476
cpalmiol.1597	tig00000013	2145350	2147261	.	1912	1593
cpalmiol.1598	tig00000013	2152842	2159648	.	6807	19283
cpalmiol.1599	tig00000013	2158293	2166007	+	7715	60154
cpalmiol.1600	tig00000013	2160644	2166007	.	5364	52639
cpalmiol.1601	tig00000013	2166224	2168032	.	1809	107935
cpalmiol.1602	tig00000013	2171428	2175881	.	4454	12560
cpalmiol.1603	tig00000013	2176590	2177368	.	779	17522
cpalmiol.1604	tig00000013	2181511	2202789	.	21279	56048
cpalmiol.1605	tig00000013	2205268	2207787	-	2520	6542
cpalmiol.1606	tig00000013	2208693	2209024	.	332	338
cpalmiol.1607	tig00000013	2209351	2214605	.	5255	13536
cpalmiol.1608	tig00000013	2215886	2217291	.	1406	6049
cpalmiol.1609	tig00000013	2220082	2223355	.	3274	37511
cpalmiol.1610	tig00000013	2225439	2228480	.	3042	6387
cpalmiol.1611	tig00000013	2234376	2235403	.	1028	131814
cpalmiol.1612	tig00000013	2235571	2243885	.	8315	13032
cpalmiol.1613	tig00000013	2244981	2246576	.	1596	11665
cpalmiol.1614	tig00000013	2251605	2255534	+	3930	2536
cpalmiol.1615	tig00000013	2255843	2259082	.	3240	10420
cpalmiol.1616	tig00000013	2259318	2265862	.	6545	7927
cpalmiol.1617	tig00000013	2266220	2266499	.	280	208
cpalmiol.1618	tig00000013	2267360	2270916	.	3557	24021
cpalmiol.1619	tig00000013	2272749	2274233	.	1485	3023
cpalmiol.1620	tig00000013	2274466	2274963	.	498	6451
cpalmiol.1621	tig00000013	2279387	2280022	.	636	116371
cpalmiol.1622	tig00000013;tig00000013	2284066;2284066	2289251;2289251	-;-	5186	16942
cpalmiol.1623	tig00000013	2290492	2295037	.	4546	9354
cpalmiol.1624	tig00000013	2296208	2305764	.	9557	9866
cpalmiol.1625	tig00000013	2306221	2306877	.	657	2632
cpalmiol.1626	tig00000013	2307281	2311641	.	4361	1638
cpalmiol.1627	tig00000013	2311876	2318319	.	6444	39056
cpalmiol.1628	tig00000013	2318568	2331916	.	13349	39269
cpalmiol.1629	tig00000013	2332468	2342408	.	9941	57306
cpalmiol.1630	tig00000013	2344631	2347262	.	2632	9617
cpalmiol.1631	tig00000013	2347469	2352308	.	4840	3966
cpalmiol.1632	tig00000013	2354612	2360803	.	6192	17888
cpalmiol.1633	tig00000013	2361947	2365356	.	3410	7183
cpalmiol.1634	tig00000013	2365572	2367822	.	2251	19521
cpalmiol.1635	tig00000013	2368419	2374921	.	6503	22440
cpalmiol.1636	tig00000013	2378271	2378724	.	454	175768
cpalmiol.1637	tig00000013	2379737	2382153	.	2417	5285
cpalmiol.1638	tig00000013	2382458	2391081	.	8624	5033
cpalmiol.1639	tig00000013	2391306	2392049	.	744	339
cpalmiol.1640	tig00000127	1088	2360	.	1273	2628
cpalmiol.1641	tig00000127	6816	7059	.	244	20
cpalmiol.1642	tig00000127	7322	9654	.	2333	600
cpalmiol.1643	tig00000127	12511	13282	.	772	134
cpalmiol.1644	tig00000127	547444	547927	.	484	49
cpalmiol.1645	tig00000127	17315	24272	.	6958	36721
cpalmiol.1646	tig00000127	25302	26863	.	1562	4605
cpalmiol.1647	tig00000127	27521	28674	.	1154	16627
cpalmiol.1648	tig00000127	31085	33878	.	2794	15981
cpalmiol.1649	tig00000127	34262	35710	.	1449	18154
cpalmiol.1650	tig00000127	38000	44337	.	6338	644
cpalmiol.1651	tig00000127	44901	56525	.	11625	15723
cpalmiol.1652	tig00000127	56742	58868	.	2127	124
cpalmiol.1653	tig00000127	59103	59608	.	506	954
cpalmiol.1654	tig00000127	65723	74051	+	8329	8434
cpalmiol.1655	tig00000127	81944	84787	.	2844	30955
cpalmiol.1656	tig00000127	86782	87595	.	814	1224
cpalmiol.1657	tig00000127	87871	89984	.	2114	123
cpalmiol.1658	tig00000127	90186	93433	.	3248	3014
cpalmiol.1659	tig00000127	97869	100219	.	2351	6885
cpalmiol.1660	tig00000127	105931	112362	.	6432	29500
cpalmiol.1661	tig00000127	115547	120981	.	5435	20933
cpalmiol.1662	tig00000127	123532	126058	.	2527	3635
cpalmiol.1663	tig00000127	126567	129457	.	2891	2565
cpalmiol.1664	tig00000127	130159	132783	.	2625	6598
cpalmiol.1665	tig00000127	143248	146060	.	2813	10081
cpalmiol.1666	tig00000127	149966	152680	.	2715	7102
cpalmiol.1667	tig00000127	152911	154278	.	1368	2828
cpalmiol.1668	tig00000127	155519	157888	.	2370	3652
cpalmiol.1669	tig00000127	162489	162962	.	474	1081
cpalmiol.1670	tig00000127	166657	169388	.	2732	10369
cpalmiol.1671	tig00000127	169689	170435	.	747	6074
cpalmiol.1672	tig00000127	170695	172711	.	2017	3097
cpalmiol.1673	tig00000127	172974	173603	.	630	435
cpalmiol.1674	tig00000127	173805	174237	.	433	12215
cpalmiol.1675	tig00000127	174821	176316	.	1496	14759
cpalmiol.1676	tig00000127	179027	180791	.	1765	51468
cpalmiol.1677	tig00000127	180996	188556	.	7561	69553
cpalmiol.1678	tig00000127	190553	197706	.	7154	27580
cpalmiol.1679	tig00000127	198986	200428	.	1443	22738
cpalmiol.1680	tig00000127	200690	201523	.	834	100
cpalmiol.1681	tig00000127	206014	207962	.	1949	29838
cpalmiol.1682	tig00000127	212130	212728	.	599	26190
cpalmiol.1683	tig00000127	216446	223154	.	6709	18594
cpalmiol.1684	tig00000127	224003	226829	.	2827	9163
cpalmiol.1685	tig00000127	228371	229937	.	1567	9872
cpalmiol.1686	tig00000127	230316	236013	.	5698	9660
cpalmiol.1687	tig00000127	236706	237869	+	1164	37852
cpalmiol.1688	tig00000127	239407	239958	-	552	17497
cpalmiol.1689	tig00000127	243575	245093	.	1519	4368
cpalmiol.1690	tig00000127	245310	245994	.	685	2744
cpalmiol.1691	tig00000127	246753	247817	.	1065	15740
cpalmiol.1692	tig00000127	255037	256555	.	1519	58435
cpalmiol.1693	tig00000127	260667	264040	.	3374	6873
cpalmiol.1694	tig00000127	265861	266935	.	1075	55055
cpalmiol.1695	tig00000127	271274	281290	.	10017	85771
cpalmiol.1696	tig00000127	271274	289848	+	18575	97895
cpalmiol.1697	tig00000127	288144	289348	.	1205	5083
cpalmiol.1698	tig00000127	291165	294179	.	3015	345
cpalmiol.1699	tig00000127	303148	304982	.	1835	3645
cpalmiol.1700	tig00000127	305876	309648	.	3773	2935
cpalmiol.1701	tig00000127	310016	310595	-	580	10032
cpalmiol.1702	tig00000127	311548	317382	.	5835	11783
cpalmiol.1703	tig00000127	311548	317382	-	5835	11783
cpalmiol.1704	tig00000127	323496	327216	.	3721	28663
cpalmiol.1705	tig00000127	327651	331494	.	3844	8748
cpalmiol.1706	tig00000127	332746	335568	.	2823	13510
cpalmiol.1707	tig00000127	340289	341791	.	1503	5056
cpalmiol.1708	tig00000127	342023	343017	.	995	446
cpalmiol.1709	tig00000127	343348	344409	.	1062	62384
cpalmiol.1710	tig00000127	348474	351058	.	2585	18655
cpalmiol.1711	tig00000127	352461	354492	.	2032	4386
cpalmiol.1712	tig00000127	354744	365372	.	10629	23322
cpalmiol.1713	tig00000127	368279	369873	.	1595	25358
cpalmiol.1714	tig00000127	373025	374647	.	1623	2106
cpalmiol.1715	tig00000127	375197	376812	.	1616	2697
cpalmiol.1716	tig00000127	379584	380784	+	1201	5455
cpalmiol.1717	tig00000127	382046	388518	.	6473	7696
cpalmiol.1718	tig00000127	391633	393248	.	1616	4001
cpalmiol.1719	tig00000127	393492	394629	.	1138	2523
cpalmiol.1720	tig00000127	395055	398039	.	2985	17076
cpalmiol.1721	tig00000127	398724	400983	.	2260	35281
cpalmiol.1722	tig00000127	406906	415588	.	8683	22759
cpalmiol.1723	tig00000127	415987	417375	.	1389	22557
cpalmiol.1724	tig00000127	419566	425949	.	6384	14316
cpalmiol.1725	tig00000127	426994	433289	.	6296	23814
cpalmiol.1726	tig00000127	440571	444312	.	3742	7061
cpalmiol.1727	tig00000127	445487	447075	.	1589	13934
cpalmiol.1728	tig00000127	447894	450134	.	2241	22645
cpalmiol.1729	tig00000127	450856	451199	.	344	253
cpalmiol.1730	tig00000127	451582	452566	.	985	973
cpalmiol.1731	tig00000127	452775	456025	.	3251	9488
cpalmiol.1732	tig00000127	456841	458230	.	1390	11408
cpalmiol.1733	tig00000127	458632	463771	.	5140	4164
cpalmiol.1734	tig00000127	465594	467581	.	1988	6799
cpalmiol.1735	tig00000127	467681	473498	.	5818	3444
cpalmiol.1736	tig00000127;tig00000127	469644;469644	473498;473498	+;+	3855	3287
cpalmiol.1737	tig00000127	474920	476511	.	1592	8711
cpalmiol.1738	tig00000127	477964	486295	.	8332	14321
cpalmiol.1739	tig00000127	487631	489474	.	1844	14018
cpalmiol.1740	tig00000127	489748	496085	.	6338	12648
cpalmiol.1741	tig00000127	496282	499489	+	3208	1660
cpalmiol.1742	tig00000127	501273	503183	.	1911	99946
cpalmiol.1743	tig00000127	509628	510657	+	1030	4230
cpalmiol.1744	tig00000127	514065	517975	.	3911	9078
cpalmiol.1745	tig00000127	518213	519223	.	1011	27203
cpalmiol.1746	tig00000127	521406	522769	.	1364	17076
cpalmiol.1747	tig00000127	523468	529039	.	5572	2581
cpalmiol.1748	tig00000127	529243	532623	.	3381	1370
cpalmiol.1749	tig00000127	539045	539423	.	379	15824
cpalmiol.1750	tig00000127	543175	544373	.	1199	950
cpalmiol.1751	tig00000001	13096	15422	-	2327	2367
cpalmiol.1752	tig00000001	27905	28515	.	611	133834
cpalmiol.1753	tig00000001	30161	30727	.	567	47069
cpalmiol.1754	tig00000001	30944	33654	.	2711	4289
cpalmiol.1755	tig00000001	39400	40455	.	1056	11796
cpalmiol.1756	tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001;tig00000001	40962;40962;40962;40962;40962;40962;40962;40962;40962;40962;40962;40962	58003;58003;58003;58003;58003;58003;58003;58003;58003;58003;58003;58003	+;+;+;+;+;+;+;+;+;+;+;+	17042	22393
cpalmiol.1757	tig00000001	61049	65740	.	4692	15241
cpalmiol.1758	tig00000001	71354	72753	.	1400	6610
cpalmiol.1759	tig00000001	73119	73401	.	283	8400
cpalmiol.1760	tig00000001;tig00000001	75526;75526	77821;82316	.;.	6791	59403
cpalmiol.1761	tig00000001	85077	86826	.	1750	3888
cpalmiol.1762	tig00000001	90626	91415	.	790	3817
cpalmiol.1763	tig00000001	95330	96024	+	695	10678
cpalmiol.1764	tig00000001	96410	101421	.	5012	30679
cpalmiol.1765	tig00000001	103723	104268	-	546	1298
cpalmiol.1766	tig00000001	108701	112023	.	3323	51515
cpalmiol.1767	tig00000001	118203	119568	.	1366	45507
cpalmiol.1768	tig00000001	128115	129215	.	1101	12699
cpalmiol.1769	tig00000001	130388	131136	.	749	6544
cpalmiol.1770	tig00000001	132863	136468	.	3606	353
cpalmiol.1771	tig00000001	136977	137803	.	827	156
cpalmiol.1772	tig00000001	138558	139507	.	950	7307
cpalmiol.1773	tig00000001	145295	145606	.	312	19740
cpalmiol.1774	tig00000001	145848	155097	.	9250	5558
cpalmiol.1775	tig00000001	155224	158416	.	3193	3186
cpalmiol.1776	tig00000001	158771	161649	.	2879	23459
cpalmiol.1777	tig00000001	162010	162408	.	399	229
cpalmiol.1778	tig00000001	163482	167136	.	3655	22427
cpalmiol.1779	tig00000001	169717	171272	.	1556	9514
cpalmiol.1780	tig00000001	172104	174718	.	2615	6006
cpalmiol.1781	tig00000001	174880	177038	.	2159	50851
cpalmiol.1782	tig00000001	181980	187162	.	5183	4309
cpalmiol.1783	tig00000001	188243	193148	.	4906	36633
cpalmiol.1784	tig00000001	193512	194799	.	1288	3273
cpalmiol.1785	tig00000001	200356	203920	.	3565	5383
cpalmiol.1786	tig00000001	205085	209477	.	4393	3401
cpalmiol.1787	tig00000001	209933	215475	-	5543	4134
